title,link,description,published,city,state_name_x,county_name,lat,lng,roberta_title,roberta_description,roberta_title_label,roberta_title_score,roberta_desc_label,roberta_desc_score,city_ascii,state_id,state_name_y,county_fips,population,density,military,incorporated,timezone,zips
Russia delays manned space flight,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-14708107,Russia delays the next manned flight to the space station after an unmanned cargo ship crashed on launch last week.,"Mon, 29 Aug 2011 13:57:01 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('negative', 0.5441251993179321)","('negative', 0.6846420764923096)",negative,0.5441251993179321,negative,0.6846420764923096,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Rare cats in Russia's wilderness,http://www.bbc.co.uk/nature/16282718,"Wildlife vets track the world's rarest big cats in the forests of Russia, in an attempt to save them from extinction.","Thu, 22 Dec 2011 12:16:13 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.7954995036125183)","('neutral', 0.7611408829689026)",neutral,0.7954995036125183,neutral,0.7611408829689026,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Cheetah seized by Heathrow staff,http://www.bbc.co.uk/go/rss/int/news/-/news/uk-england-london-16522929,A cheetah on its way to Russia is stopped at Heathrow Airport by border staff suspicious about its missing identity microchip.,"Thu, 12 Jan 2012 10:49:19 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.5642715692520142)","('neutral', 0.6160847544670105)",neutral,0.5642715692520142,neutral,0.6160847544670105,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Reserve for world's rarest cats,http://www.bbc.co.uk/nature/17707022,Russia's new reserve for rare tigers and leopards,"Fri, 13 Apr 2012 23:35:39 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.5384261012077332)","('neutral', 0.866264820098877)",neutral,0.5384261012077332,neutral,0.866264820098877,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Russia space agency boss replaced,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-13237153,Anatoly Perminov steps down as head of Russia's space agency after a humiliating rocket failure in December.,"Fri, 29 Apr 2011 10:06:58 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.6414318680763245)","('negative', 0.7332920432090759)",neutral,0.6414318680763245,negative,0.7332920432090759,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Russia firm unveils plan for 'cosmic hotel',http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-11440701,"A Russian firm has launched an ambitious plan to put a ""cosmic hotel"" into orbit by 2016, a Russian news agency reports.","Thu, 30 Sep 2010 00:25:09 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.8783591389656067)","('neutral', 0.9164532423019409)",neutral,0.8783591389656067,neutral,0.9164532423019408,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
VIDEO: Rare glimpse inside Russia's Star City,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-12516231,Journalists have been given a rare glimpse inside Russia's Star City cosmonaut training centre.,"Sat, 19 Feb 2011 19:31:15 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.8243756294250488)","('neutral', 0.9297165870666504)",neutral,0.8243756294250488,neutral,0.9297165870666504,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Space travel 'Russia's priority',http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-13046190,"Space exploration remains a priority for Russia, President Dmitry Medvedev has said on the 50th anniversary of the first manned space flight.","Tue, 12 Apr 2011 13:39:36 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.7543395161628723)","('positive', 0.6333745718002319)",neutral,0.7543395161628723,positive,0.6333745718002319,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
VIDEO: Inside Russia's Star City,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13041143,"A look inside Star City, where Russian cosmonauts train to go into space - just as Yuri Gagarin did.","Mon, 11 Apr 2011 23:16:30 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.8320557475090027)","('neutral', 0.8845126032829285)",neutral,0.8320557475090027,neutral,0.8845126032829285,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Russian anti-satellite test adds to worsening problem of space debris,https://www.bbc.co.uk/news/science-environment-59307862?at_medium=RSSat_campaign=KARANGA,"Russia has destroyed one of its own satellites in orbit, prompting international condemnation.","Tue, 16 Nov 2021 17:50:24 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('negative', 0.7762094140052795)","('negative', 0.8829604387283325)",negative,0.7762094140052795,negative,0.8829604387283325,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Russia Soyuz rocket docks at ISS,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-15751529,"Russia's Soyuz spacecraft, with a three-man Russian and US crew, successfully docks with the International Space Station.","Wed, 16 Nov 2011 08:11:46 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.8629991412162781)","('neutral', 0.6575080752372742)",neutral,0.8629991412162781,neutral,0.6575080752372742,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
VIDEO: Russia Soyuz docks with ISS,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-15751856,Russia's Soyuz spacecraft has docked successfully at the International Space Station.,"Wed, 16 Nov 2011 07:48:29 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.9006365537643433)","('positive', 0.643142819404602)",neutral,0.9006365537643433,positive,0.643142819404602,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Russian film team boldly shoot towards space station,https://www.bbc.co.uk/news/world-europe-58804143?at_medium=RSSat_campaign=KARANGA,An actress and film director dock with the International Space Station in a first for Russia.,"Tue, 05 Oct 2021 16:13:37 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.8642776608467102)","('neutral', 0.8354941606521606)",neutral,0.8642776608467102,neutral,0.8354941606521606,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Chelyabinsk gripped by 'meteor fever',http://www.bbc.co.uk/news/world-europe-21554326#sa-ns_mchannel=rssns_source=PublicRSS20-sa,Size matters in Russia 'space stone' hunt,"Mon, 25 Feb 2013 01:21:16 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.6448791027069092)","('neutral', 0.8192639946937561)",neutral,0.6448791027069092,neutral,0.8192639946937561,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Meteor shockwave circled globe twice,http://www.bbc.co.uk/news/science-environment-23066055#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"The shock wave from an asteroid that burned up over Russia in February was so powerful that it travelled twice around the globe, scientists say.","Fri, 28 Jun 2013 01:29:33 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.839097261428833)","('neutral', 0.7990552186965942)",neutral,0.839097261428833,neutral,0.7990552186965942,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
VIDEO: Russia finds vast sub-glacial lake,http://www.bbc.co.uk/go/rss/int/news/-/news/world-16958970,Russian scientists have been drilling for two decades in the Antarctic and say they have found a vast sub-glacial lake.,"Thu, 09 Feb 2012 04:57:25 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.8794850707054138)","('neutral', 0.842025876045227)",neutral,0.8794850707054138,neutral,0.842025876045227,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
UK-Dutch-built Sentinel launches to track air quality,http://www.bbc.co.uk/news/science-environment-41604186,Sentinel-5P lifts off from Russia to make 20 million daily observations of pollution across the globe.,"Fri, 13 Oct 2017 11:06:04 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.8800005912780762)","('neutral', 0.8201454281806946)",neutral,0.8800005912780762,neutral,0.8201454281806946,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Another Soyuz rocket launch fails,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-16317099,Russia's recent poor launch record continues with yet another Soyuz rocket failing to get its satellite payload into orbit.,"Fri, 23 Dec 2011 13:50:49 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('negative', 0.7770715951919556)","('negative', 0.8860849738121033)",negative,0.7770715951919556,negative,0.8860849738121033,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Wolves raid east Russia villages,http://www.bbc.co.uk/news/world-europe-20932461#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"An influx of wolves preying on reindeer herds triggers a state of emergency in the Sakha Republic, in northeastern Russia.","Mon, 07 Jan 2013 11:28:45 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.7701622247695923)","('negative', 0.6395694017410278)",neutral,0.7701622247695923,negative,0.6395694017410278,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Russia tests 'satellite catcher',http://www.bbc.co.uk/news/science-environment-30097643#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Russia may be testing a satellite capable of chasing down and inspecting other orbiting spacecraft, experts say.","Tue, 18 Nov 2014 15:57:37 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.8732693791389465)","('neutral', 0.9423835277557373)",neutral,0.8732693791389465,neutral,0.9423835277557372,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
"Only 3,000 tigers left in the world",http://www.bbc.co.uk/go/rss/int/news/-/news/uk-politics-11805699,Leaders from the 13 countries where tigers still live in the wild are meeting in Russia to discuss how to keep the species going.,"Sun, 21 Nov 2010 11:11:00 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.6609360575675964)","('neutral', 0.9220789670944214)",neutral,0.6609360575675964,neutral,0.9220789670944214,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Russia to build a new spaceport ,http://www.bbc.co.uk/news/science-environment-10698433,"Russia will invest £527m in a new spaceport in the country's Far East, Prime Minister Vladimir Putin announces.","Tue, 20 Jul 2010 11:56:17 +0000",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.8980278372764587)","('neutral', 0.8216333389282227)",neutral,0.8980278372764587,neutral,0.8216333389282227,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
"VIDEO: Russia's 39,000-year-old mammoth",http://www.bbc.co.uk/news/science-environment-29815536#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"A 39,000 year-old baby mammoth named Yuka has been put in display in central Moscow making it the best preserved mammoth in palaeontology.","Wed, 29 Oct 2014 15:05:36 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.8521357774734497)","('positive', 0.9010511040687561)",neutral,0.8521357774734497,positive,0.901051104068756,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Cost of drought,http://www.bbc.co.uk/go/rss/int/news/-/news/business-11084236,Russia's economic growth hit by extreme temperatures,"Wed, 25 Aug 2010 23:02:32 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.480257511138916)","('negative', 0.6344567537307739)",neutral,0.480257511138916,negative,0.6344567537307739,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Russia meteor's origin tracked down,http://www.bbc.co.uk/news/science-environment-21579422#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Astronomers trace the origin of a meteor that injured about 1,000 people after breaking up over central Russia earlier this month.","Tue, 26 Feb 2013 09:25:23 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.7891700267791748)","('negative', 0.5476334095001221)",neutral,0.7891700267791748,negative,0.5476334095001221,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
White killer whale adult spotted,http://www.bbc.co.uk/news/science-environment-17783603#sa-ns_mchannel=rssns_source=PublicRSS20-sa,A white orca is identified off Russia's Kamchatka peninsula - believed to be the first white adult seen in the wild.,"Mon, 23 Apr 2012 01:19:00 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.6913436651229858)","('neutral', 0.9304481744766235)",neutral,0.6913436651229858,neutral,0.9304481744766236,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
VIDEO: Russian volcano in fresh eruption,http://www.bbc.co.uk/go/rss/int/news/-/news/world-europe-12385920,"A volcano in Russia has begun erupting, spurting ash up to four kilometres into the sky.","Mon, 07 Feb 2011 15:59:32 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.9184544086456299)","('neutral', 0.6175073981285095)",neutral,0.91845440864563,neutral,0.6175073981285095,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
VIDEO: Trio of jaguar cubs charms Russia,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13077955,A zoo in St Petersburg is celebrating the arrival of jaguar cub triplets - a very rare occurrence when the animals are bread in captivity.,"Thu, 14 Apr 2011 11:33:41 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.9347459077835083)","('positive', 0.9134865999221802)",neutral,0.9347459077835084,positive,0.9134865999221802,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
VIDEO: Russia remembers space race triumph,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-13057691,"As Russia celebrates the 50th anniversary of the first human space flight by Yuri Gagarin, Professor Colin Pillinger explains why it was such a victory.","Tue, 12 Apr 2011 20:17:43 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.580222487449646)","('positive', 0.8476527333259583)",neutral,0.580222487449646,positive,0.8476527333259583,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Russia alarmed by large fall in bee populations,https://www.bbc.co.uk/news/world-europe-49047402,"Pesticides are blamed for Russia's mass bee deaths, while French honey production is also down.","Fri, 19 Jul 2019 14:13:50 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('negative', 0.5825089812278748)","('negative', 0.834214448928833)",negative,0.5825089812278748,negative,0.834214448928833,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Russia's Sirius Moon project leaves crew hungry for steak,https://www.bbc.co.uk/news/world-europe-49030795,"Four Russians and two Nasa engineers emerge from four months in a Moscow ""spacecraft"".","Thu, 18 Jul 2019 13:31:51 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.559233546257019)","('neutral', 0.9422481060028076)",neutral,0.559233546257019,neutral,0.9422481060028076,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
Russia charges Greenpeace 'pirates',http://www.bbc.co.uk/news/world-europe-24362817#sa-ns_mchannel=rssns_source=PublicRSS20-sa,"Russia charges 14 Greenpeace activists, including a British videographer, with piracy over a protest on an Arctic oil rig.","Wed, 02 Oct 2013 14:07:32 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('negative', 0.5397388339042664)","('negative', 0.7017410397529602)",negative,0.5397388339042664,negative,0.7017410397529602,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
November date for next ISS ferry,http://www.bbc.co.uk/go/rss/int/news/-/news/science-environment-14915718,"Russia announces a launch date for a Soyuz rocket to take astronauts to the International Space Station, following the August loss of an unmanned mission.","Wed, 14 Sep 2011 12:27:09 GMT",Russia,Ohio,Shelby,40.2341,-84.4076,"('neutral', 0.8762900233268738)","('neutral', 0.8920717239379883)",neutral,0.8762900233268738,neutral,0.8920717239379883,Russia,OH,Ohio,39149,861,336.8,False,True,America/New_York,45363
