title,link,description,published
Cold Case File: Death in the Arctic,https://earthobservatory.nasa.gov/images/149256/cold-case-file-death-in-the-arctic,"Through the use of remotely sensed data, scientists were able to understand the mysterious deaths of caribou in Canada and reindeer in the Bering Sea islands.","Mon, 27 Dec 2021 00:00:00 -0500"
Otherworldly Earth,https://earthobservatory.nasa.gov/images/149253/otherworldly-earth,The Libyan Desert is often cited as a Mars analogue.,"Sun, 26 Dec 2021 00:00:00 -0500"
Seeing Suomi,https://earthobservatory.nasa.gov/images/149235/seeing-suomi,"Reindeer, indigenous people, and modern meteorology converge in a winter scene from Nordic Europe.","Sat, 25 Dec 2021 00:00:00 -0500"
Caribou on the Move,https://earthobservatory.nasa.gov/images/149250/caribou-on-the-move,Herd migration remains mostly an “unexplained and unexplainable mystery.”,"Fri, 24 Dec 2021 00:00:00 -0500"
Reindeer as Ecosystem Engineers?,https://earthobservatory.nasa.gov/images/149246/reindeer-as-ecosystem-engineers,Herding could help curb Arctic greening and shrubification caused by climate change.,"Thu, 23 Dec 2021 00:00:00 -0500"
Grazing with Iceland’s Reindeer,https://earthobservatory.nasa.gov/images/149241/grazing-with-icelands-reindeer,"While efforts to raise domesticated reindeer on the island failed, herds of wild reindeer prosper in East Iceland.","Wed, 22 Dec 2021 00:00:00 -0500"
Hurricane Ian Reaches Florida,https://earthobservatory.nasa.gov/images/150408/hurricane-ian-reaches-florida,"After damaging parts of Cuba and leaving the country dark, more destruction was expected as the powerful hurricane reached Florida’s western coast.","Wed, 28 Sep 2022 16:47:16 -0400"
"Fuel for Ian, Cool from Fiona",https://earthobservatory.nasa.gov/images/150402/fuel-for-ian-cool-from-fiona,"Warm seas provide fuel for extreme storms, and can then be cooled by them.","Tue, 27 Sep 2022 17:48:52 -0400"
Hurricane Ian Enters the Gulf of Mexico,https://earthobservatory.nasa.gov/images/150406/hurricane-ian-enters-the-gulf-of-mexico,"After making landfall in Cuba, the category 3 storm entered the Gulf of Mexico and appeared headed toward the west coast of Florida.","Tue, 27 Sep 2022 17:46:27 -0400"
Noru Strikes the Philippines,https://earthobservatory.nasa.gov/images/150399/noru-strikes-the-philippines,"After making landfall in the Polillo Islands and Luzon, the storm strengthened again as it headed toward Vietnam.","Mon, 26 Sep 2022 17:35:08 -0400"
September Puzzler,https://earthobservatory.nasa.gov/blogs/earthmatters/?p=11971,Your challenge is to tell us the location of the satellite image and why it is interesting.,"Mon, 26 Sep 2022 15:29:12 -0400"
Carrizozo Malpaís Lava Flow,https://earthobservatory.nasa.gov/images/150388/carrizozo-malpais-lava-flow,A decades-long eruption created this long strip of basalt in the desert in New Mexico.,"Mon, 26 Sep 2022 00:00:00 -0400"
Canada Braces for Fiona,https://earthobservatory.nasa.gov/images/150392/canada-braces-for-fiona,"After buffeting Puerto Rico, the Dominican Republic, and Bermuda, the hurricane appeared destined to be one of the strongest storms to ever reach the Canadian Maritimes.","Fri, 23 Sep 2022 17:26:35 -0400"
Power Outages in Puerto Rico,https://earthobservatory.nasa.gov/images/150379/power-outages-in-puerto-rico,"Four days after Hurricane Fiona made landfall on the island, citizens were coping with widespread power losses.","Thu, 22 Sep 2022 17:52:14 -0400"
Arctic Sea Ice Tied for 10th-Lowest on Record,https://earthobservatory.nasa.gov/images/150383/arctic-sea-ice-tied-for-10th-lowest-on-record,The summer 2022 extent of Arctic sea ice continued the downward trend under way since the 1980s.,"Thu, 22 Sep 2022 16:56:34 -0400"
Autumn Transformation in Southern Norway,https://earthobservatory.nasa.gov/images/150375/autumn-transformation-in-southern-norway,"On the final day of summer, much of the region’s vegetation had already turned from green to autumnal brown and gold.","Thu, 22 Sep 2022 00:00:00 -0400"
Home Reef Erupts,https://earthobservatory.nasa.gov/images/150368/home-reef-erupts,The underwater volcano has again created a small island.,"Tue, 20 Sep 2022 15:50:40 -0400"
"Potent Storms Hit Puerto Rico, Japan",https://earthobservatory.nasa.gov/images/150363/potent-storms-hit-puerto-rico-japan,Fiona and Nanmadol dropped several feet of rain on the islands on opposite sides of the world.,"Mon, 19 Sep 2022 17:31:55 -0400"
The Inequitable Distribution of Urban Trees,https://earthobservatory.nasa.gov/images/150351/the-inequitable-distribution-of-urban-trees,A significant disparity in tree cover across urban neighborhoods leads to differences in temperatures and health outcomes.,"Mon, 19 Sep 2022 00:00:00 -0400"
New Zealand’s Mount Ruapehu,https://earthobservatory.nasa.gov/images/150357/new-zealands-mount-ruapehu,A lake at the summit of the volcano provides the main clues to what is happening below.,"Sun, 18 Sep 2022 00:00:00 -0400"
A Pair of Ancient Lakes,https://earthobservatory.nasa.gov/images/150360/a-pair-of-ancient-lakes,"Lake Ohrid and Lake Prespa are among the oldest on Earth, with unique traits that come with age.","Sat, 17 Sep 2022 00:00:00 -0400"
Feeling the Heat in the Extremes,https://earthobservatory.nasa.gov/images/150345/feeling-the-heat-in-the-extremes,New climate research shows where to expect hot and humid heat waves in the United States in the coming decades.,"Fri, 16 Sep 2022 00:00:00 -0400"
Typhoon Muifa Lands Near Shanghai,https://earthobservatory.nasa.gov/images/150342/typhoon-muifa-lands-near-shanghai,The category 2 storm came ashore near China’s largest metropolitan area and several of the world’s major shipping ports.,"Wed, 14 Sep 2022 17:42:41 -0400"
Smoke Blankets the Amazon,https://earthobservatory.nasa.gov/images/150337/smoke-blankets-the-amazon,"The southern Amazon has become a hotspot of fire activity as roads, cattle, crops, and people replace the rainforest.","Mon, 12 Sep 2022 17:54:37 -0400"
Western Smoke Rides the Winds,https://earthobservatory.nasa.gov/images/150333/western-smoke-rides-the-winds,Smoke from fires in Washington and Oregon blanketed Puget Sound and wafted out over the Pacific Ocean.,"Mon, 12 Sep 2022 17:08:27 -0400"
Sunglint Around Milos and Antimilos,https://earthobservatory.nasa.gov/images/150321/sunglint-around-milos-and-antimilos,The play of sunlight on the water surface illuminates water phenomena around some Greek islands.,"Mon, 12 Sep 2022 00:00:00 -0400"
Smoky Fires Rage in the Northwest,https://earthobservatory.nasa.gov/images/150328/smoky-fires-rage-in-the-northwest,"Though summer is approaching its calendar end, the scorching weather of the 2022 season has left many forests primed to burn.","Fri, 09 Sep 2022 17:52:03 -0400"
A Long-lasting Western Heatwave,https://earthobservatory.nasa.gov/images/150318/a-long-lasting-western-heatwave,"In early September 2022, a heat dome over the western U.S. brought a long-lasting, record-breaking heatwave that was ultimately cooled by a tropical storm.","Fri, 09 Sep 2022 16:55:27 -0400"
Late Season Melting in Greenland,https://earthobservatory.nasa.gov/images/150324/late-season-melting-in-greenland,Some scientists think the widespread late-season melting could have implications for the ice sheet’s near future.,"Fri, 09 Sep 2022 00:00:00 -0400"
Arc of Fires in the U.S. West,https://earthobservatory.nasa.gov/images/148772/arc-of-fires-in-the-us-west,"The Caldor fire, nearing the south end of Lake Tahoe, is one of many potent fires still burning at the end of August 2021.","Tue, 31 Aug 2021 16:10:47 -0400"
SeaHawk Mission Proves CubeSats are  Viable for Collecting Scientific Data,https://earthobservatory.nasa.gov/blogs/earthmatters/?p=11713,Scientists are pleased with the compelling images and data collected by a shoebox sized satellite.,"Tue, 31 Aug 2021 11:08:35 -0400"
Hurricane Ida Batters Louisiana,https://earthobservatory.nasa.gov/images/148767/hurricane-ida-batters-louisiana,Preliminary reports suggest it is the fifth-strongest storm ever to make landfall in the continental U.S.,"Mon, 30 Aug 2021 17:45:17 -0400"
Wildfires Char South Korea,https://earthobservatory.nasa.gov/images/149551/wildfires-char-south-korea,Firefighters contended with strong winds and dry weather as blazes raced through coastal counties.,"Mon, 07 Mar 2022 16:50:01 -0500"
Lasering In on Corn Fields,https://earthobservatory.nasa.gov/images/149538/lasering-in-on-corn-fields,An instrument designed to measure tree height can also distinguish corn from other crops.,"Mon, 07 Mar 2022 00:00:00 -0500"
Flying Over Furneaux,https://earthobservatory.nasa.gov/images/149546/flying-over-furneaux,The island chain was once part of a land bridge connecting Tasmania to mainland Australia.,"Sun, 06 Mar 2022 00:00:00 -0500"
Sri Lanka’s Granite Fortress,https://earthobservatory.nasa.gov/images/149543/sri-lankas-granite-fortress,"Ancient rock formations provided the foundation for a palace, fortress, moat and expansive water gardens built in the fifth century.","Sat, 05 Mar 2022 00:00:00 -0500"
An Unexpected Expanse of Sand in Alaska,https://earthobservatory.nasa.gov/images/147600/an-unexpected-expanse-of-sand-in-alaska,Dune fields of interest to scientists who study the Red Planet stand out in the Kobuk Valley amid a backdrop of green.,"Wed, 02 Dec 2020 00:00:00 -0500"
Eruption at Lewotolo Volcano,https://earthobservatory.nasa.gov/images/147605/eruption-at-lewotolo-volcano,The explosive event lofted ash high above the Indonesian island of Lembata.,"Tue, 01 Dec 2020 17:20:51 -0500"
Picturing Earth: Behind the Scenes,https://earthobservatory.nasa.gov/features/videos/picturing-earth-behind-the-scenes,"From their perch on the space station, astronauts have spent 20 years sharing a story about Earth as they see it from above. Like the directors of a film, those astronaut storytellers have a crew working behind the scenes to help them tell the story. Meet the Earth Science and Remote Sensing Unit.","Tue, 01 Dec 2020 00:00:00 -0500"
Outburst at Desolation Lake,https://earthobservatory.nasa.gov/images/147594/outburst-at-desolation-lake,A flood in a glacial lake behind Lituya Glacier surprised an unsuspecting fisherman and reworked a young delta in Alaska.,"Mon, 30 Nov 2020 12:44:27 -0500"
"Thomsen River Estuary, Banks Island",https://earthobservatory.nasa.gov/images/147560/thomsen-river-estuary-banks-island,Sea ice and waterways along the north side of Canada’s high-Arctic island reveal compelling patterns when viewed from above.,"Mon, 30 Nov 2020 00:00:00 -0500"
The Braided Brahmaputra,https://earthobservatory.nasa.gov/images/147591/the-braided-brahmaputra,The river’s high sediment load contributes to the abrupt change in its shape as it exits the Himalayas and hits flatter land.,"Sun, 29 Nov 2020 00:00:00 -0500"
Painting Pennsylvania Hills,https://earthobservatory.nasa.gov/images/147580/painting-pennsylvania-hills,The region of rolling hills and valleys is part of a geologic formation known as the Ridge and Valley Province that stretches from New York to Alabama.,"Sat, 28 Nov 2020 00:00:00 -0500"
A Sliver of Mexico’s “Mother Mountain Range”,https://earthobservatory.nasa.gov/images/147588/a-sliver-of-mexicos-mother-mountain-range,The Sierra Madre Oriental is part of a chain that stretches across three continents.,"Fri, 27 Nov 2020 00:00:00 -0500"
Dust Over Seas,https://earthobservatory.nasa.gov/images/147585/dust-over-seas,A plume of mineral-rich dust filled the skies over Cyprus and the Mediterranean on a summer’s day.,"Thu, 26 Nov 2020 00:00:00 -0500"
Gati Makes Historic Landfall in Somalia,https://earthobservatory.nasa.gov/images/147576/gati-makes-historic-landfall-in-somalia,"Cyclone Gati became the strongest storm to hit the country on record, bringing more than a year’s worth of rain in two days.","Wed, 25 Nov 2020 00:00:00 -0500"
Sea Level Watcher Takes Flight,https://earthobservatory.nasa.gov/images/147572/sea-level-watcher-takes-flight,Sentinel-6 Michael Freilich will extend a nearly 30-year continuous dataset on sea surface height.,"Tue, 24 Nov 2020 00:00:00 -0500"
African Dust Plume Blankets the Caribbean,https://earthobservatory.nasa.gov/images/147551/african-dust-plume-blankets-the-caribbean,"A towering thunder cloud stands at the intersection of moist tropical air and dry, dusty plumes.","Sun, 22 Nov 2020 00:00:00 -0500"
Tremendous Tides in Broad Sound,https://earthobservatory.nasa.gov/images/147567/tremendous-tides-in-broad-sound,Tidal swings here are greater than at any other place on the east coast of Australia.,"Sat, 21 Nov 2020 00:00:00 -0500"
Lituya Bay’s Apocalyptic Wave,https://earthobservatory.nasa.gov/images/147557/lituya-bays-apocalyptic-wave,One of the tallest tsunami waves known to science slammed this Alaskan bay in 1958.,"Fri, 20 Nov 2020 16:41:22 -0500"
Flooding in Northern Luzon,https://earthobservatory.nasa.gov/images/147554/flooding-in-northern-luzon,"In the wake of three typhoons within a month, the Philippines provinces of Cagayan and Isabela have seen some of their worst flooding in decades.","Thu, 19 Nov 2020 17:30:54 -0500"
Mapping Landslide Hazards in Central America,https://earthobservatory.nasa.gov/images/147542/mapping-landslide-hazards-in-central-america,"After severe hurricanes dropped torrential rain on Guatemala, Nicaragua, and other countries, NASA researchers worked to map potential landslide hazards.","Wed, 18 Nov 2020 15:18:26 -0500"
A Busy Season for Crop Fires in Northwestern India,https://earthobservatory.nasa.gov/images/147547/a-busy-season-for-crop-fires-in-northwestern-india,Burning leftover straw after the rice harvest has once again blanketed the region with smoke.,"Tue, 17 Nov 2020 15:46:52 -0500"
Dangerous Hurricane Iota Sets Late-Season Records,https://earthobservatory.nasa.gov/images/147539/dangerous-hurricane-iota-sets-late-season-records,"Before 2020, only four category 4 or 5 hurricanes had ever made landfall in Nicaragua. Now two are going to land in just two weeks.","Mon, 16 Nov 2020 15:13:25 -0500"
